time;Azimut:;Inclinazione:;Rotolio:
24,391234;40,661;-1,107;-63,254
24,394783;76,871;7,226;-48,132
24,396142;76,871;7,226;-48,132
24,411236;89,164;7,226;-48,132
24,430893;98,547;7,226;-48,132
24,444451;78,192;-2,848;-48,940
24,446102;78,192;-2,848;-48,940
24,451805;91,824;-2,848;-48,940
24,471700;100,171;-2,848;-48,940
24,491115;112,602;-2,848;-48,940
24,492727;103,095;-6,055;-39,432
24,493686;103,095;-6,055;-39,432
24,510748;108,368;-6,055;-39,432
24,530870;116,942;-6,055;-39,432
24,542427;106,746;-11,601;-24,323
24,544148;106,746;-11,601;-24,323
24,552782;111,306;-11,601;-24,323
24,570717;117,789;-11,601;-24,323
24,590733;109,150;-21,489;-15,970
24,592037;109,150;-21,489;-15,970
24,593348;111,984;-21,489;-15,970
24,610466;116,339;-21,489;-15,970
24,631037;120,245;-21,489;-15,970
24,639815;121,707;-21,375;-25,786
24,641017;121,707;-21,375;-25,786
24,652711;127,592;-21,375;-25,786
24,670641;130,543;-21,375;-25,786
24,688010;127,897;-24,894;-27,813
24,689123;127,897;-24,894;-27,813
24,690269;134,879;-24,894;-27,813
24,710256;136,898;-24,894;-27,813
24,731964;143,071;-24,894;-27,813
24,735868;140,437;-28,979;-28,477
24,736622;140,437;-28,979;-28,477
24,753435;144,933;-28,979;-28,477
24,769743;151,657;-28,979;-28,477
24,786163;148,182;-28,839;-15,267
24,787728;148,182;-28,839;-15,267
24,790276;151,945;-28,839;-15,267
24,810749;157,416;-28,839;-15,267
24,832749;160,451;-28,839;-15,267
24,835347;159,986;-30,545;-15,341
24,836587;159,986;-30,545;-15,341
24,850973;164,616;-30,545;-15,341
24,870922;166,385;-30,545;-15,341
24,884455;164,191;-39,016;-12,069
24,886225;164,191;-39,016;-12,069
24,890131;167,874;-39,016;-12,069
24,910933;170,720;-39,016;-12,069
24,933031;172,841;-39,016;-12,069
24,935911;172,382;-43,425;-24,594
24,937763;172,382;-43,425;-24,594
24,950993;174,176;-43,425;-24,594
24,972071;176,418;-43,425;-24,594
24,983680;176,717;-44,191;-21,110
24,985212;176,717;-44,191;-21,110
24,991448;179,121;-44,191;-21,110
25,010607;-178,344;-44,191;-21,110
25,031860;-179,239;-55,854;-25,517
25,033400;-179,239;-55,854;-25,517
25,035484;-177,258;-55,854;-25,517
25,053846;-173,374;-55,854;-25,517
25,071212;-171,280;-55,854;-25,517
25,082991;-155,782;-67,957;-1,155
25,084409;-155,782;-67,957;-1,155
25,090264;-150,015;-67,957;-1,155
25,111326;-146,800;-67,957;-1,155
25,127723;-145,860;-75,649;-5,145
25,128910;-145,860;-75,649;-5,145
25,130330;-142,602;-75,649;-5,145
25,151662;-139,844;-75,649;-5,145
25,171139;-135,918;-75,649;-5,145
25,176199;-62,554;-79,014;69,388
25,177820;-62,554;-79,014;69,388
25,191861;-59,578;-79,014;69,388
25,211199;-54,397;-79,014;69,388
25,225056;-21,172;-65,521;103,668
25,226319;-21,172;-65,521;103,668
25,232473;-17,724;-65,521;103,668
25,250432;-12,898;-65,521;103,668
25,271327;-10,253;-65,521;103,668
25,273283;-12,570;-68,305;101,444
25,274795;-12,570;-68,305;101,444
25,291027;-6,748;-68,305;101,444
25,314393;-3,924;-68,305;101,444
25,322737;-39,110;-34,926;84,754
25,324253;-39,110;-34,926;84,754
25,331276;-26,695;-34,926;84,754
25,351172;-20,537;-34,926;84,754
25,371421;-12,254;-34,926;84,754
25,373101;-2,652;-5,950;92,722
25,374331;-2,652;-5,950;92,722
25,390328;8,222;-5,950;92,722
25,413253;17,617;-5,950;92,722
25,420446;41,512;-0,285;100,423
25,421833;41,512;-0,285;100,423
25,431217;44,194;-0,285;100,423
25,450141;43,198;-0,285;100,423
25,469381;59,793;2,543;114,266
25,470767;59,793;2,543;114,266
25,471945;59,812;2,543;114,266
25,491264;58,694;2,543;114,266
25,512710;57,391;2,543;114,266
25,518518;56,998;8,534;102,751
25,519439;56,998;8,534;102,751
25,531005;55,443;8,534;102,751
25,551108;53,862;8,534;102,751
25,567119;60,424;17,260;94,242
25,568244;60,424;17,260;94,242
25,569360;58,293;17,260;94,242
25,591205;56,049;17,260;94,242
25,612384;55,006;17,260;94,242
25,616632;64,190;21,658;101,117
25,618287;64,190;21,658;101,117
25,631485;62,917;21,658;101,117
25,650498;62,369;21,658;101,117
25,665413;69,435;27,326;93,420
25,667463;69,435;27,326;93,420
25,670079;67,816;27,326;93,420
25,690246;66,716;27,326;93,420
25,711292;67,314;27,326;93,420
25,713630;67,089;25,931;103,687
25,715123;67,089;25,931;103,687
25,731175;68,625;25,931;103,687
25,751354;71,898;25,931;103,687
25,763196;69,081;33,906;153,305
25,764719;69,081;33,906;153,305
25,770903;71,456;33,906;153,305
25,794972;75,713;33,906;153,305
25,812738;77,201;33,906;153,305
25,815063;62,418;27,095;-175,295
25,816388;62,418;27,095;-175,295
25,832164;63,890;27,095;-175,295
25,850684;63,426;27,095;-175,295
25,863859;57,023;17,141;-159,209
25,866556;57,023;17,141;-159,209
25,871426;54,930;17,141;-159,209
25,892828;54,204;17,141;-159,209
25,912961;54,862;22,208;-155,234
25,914896;54,862;22,208;-155,234
25,916668;55,625;22,208;-155,234
25,931365;54,638;22,208;-155,234
25,950628;51,054;22,208;-155,234
25,961926;47,016;18,278;-156,738
25,963593;47,016;18,278;-156,738
25,970441;40,665;18,278;-156,738
25,993106;24,802;18,278;-156,738
26,006721;30,878;4,734;-143,872
26,007730;30,878;4,734;-143,872
26,012592;24,280;4,734;-143,872
26,031224;10,475;4,734;-143,872
26,050923;-4,514;4,734;-143,872
26,054572;47,814;-8,398;-101,948
26,055448;47,814;-8,398;-101,948
26,070685;45,684;-8,398;-101,948
26,092366;45,294;-8,398;-101,948
26,104775;59,974;0,148;-99,952
26,106535;59,974;0,148;-99,952
26,113131;73,009;0,148;-99,952
26,131222;94,467;0,148;-99,952
26,151297;149,295;0,148;-99,952
26,154053;85,964;-11,963;-87,264
26,155497;85,964;-11,963;-87,264
26,170810;108,640;-11,963;-87,264
26,191153;138,864;-11,963;-87,264
26,201241;-26,420;-83,858;-125,840
26,202610;-26,420;-83,858;-125,840
26,210971;-30,918;-83,858;-125,840
26,231516;-38,589;-83,858;-125,840
26,251000;-43,069;-83,858;-125,840
26,252728;123,916;-29,639;0,746
26,253825;123,916;-29,639;0,746
26,271505;120,976;-29,639;0,746
26,292176;118,958;-29,639;0,746
26,299760;127,026;-9,668;-1,941
26,301075;127,026;-9,668;-1,941
26,311130;123,920;-9,668;-1,941
26,330910;121,117;-9,668;-1,941
26,348328;147,109;-3,303;-47,224
26,349857;147,109;-3,303;-47,224
26,351326;142,443;-3,303;-47,224
26,371083;144,408;-3,303;-47,224
26,390762;151,557;-3,303;-47,224
26,397247;131,151;-5,985;-31,714
26,398534;131,151;-5,985;-31,714
26,411691;139,519;-5,985;-31,714
26,431630;157,658;-5,985;-31,714
26,446104;99,712;-38,307;3,112
26,447478;99,712;-38,307;3,112
26,449952;98,913;-38,307;3,112
26,474224;96,420;-38,307;3,112
26,493256;97,794;-38,307;3,112
26,496403;131,074;-11,906;1,552
26,497943;131,074;-11,906;1,552
26,510887;131,448;-11,906;1,552
26,530643;132,093;-11,906;1,552
26,543957;128,874;-13,793;4,122
26,545387;128,874;-13,793;4,122
26,550059;131,194;-13,793;4,122
26,573245;134,555;-13,793;4,122
26,592294;138,313;-13,793;4,122
26,594582;130,961;-18,907;8,220
26,595891;130,961;-18,907;8,220
26,611073;132,241;-18,907;8,220
26,630700;134,700;-18,907;8,220
26,642332;132,894;-18,206;12,739
26,644045;132,894;-18,206;12,739
26,649820;136,547;-18,206;12,739
26,672099;140,405;-18,206;12,739
26,691045;132,075;-22,963;21,237
26,692534;132,075;-22,963;21,237
26,694207;133,944;-22,963;21,237
26,711490;138,889;-22,963;21,237
26,731352;139,650;-22,963;21,237
26,740941;136,535;-25,722;22,928
26,742629;136,535;-25,722;22,928
26,750467;138,602;-25,722;22,928
26,771718;139,216;-25,722;22,928
26,790699;130,531;-32,910;28,522
26,792461;130,531;-32,910;28,522
26,793755;135,358;-32,910;28,522
26,809578;136,125;-32,910;28,522
26,830115;136,683;-32,910;28,522
26,836974;145,837;-25,081;19,064
26,838049;145,837;-25,081;19,064
26,849282;146,554;-25,081;19,064
26,872307;147,310;-25,081;19,064
26,888892;146,942;-25,081;19,064
26,899392;140,927;-34,967;15,678
26,899936;140,927;-34,967;15,678
26,908806;142,462;-34,967;15,678
26,920154;141,713;-34,780;18,202
26,920450;141,713;-34,780;18,202
26,929004;144,219;-34,780;18,202
26,938356;146,084;-31,628;19,545
26,938817;146,084;-31,628;19,545
26,952710;146,163;-31,628;19,545
26,958318;147,046;-31,192;17,778
26,958711;147,046;-31,192;17,778
26,969240;146,372;-31,192;17,778
26,977717;145,790;-32,457;16,937
26,978230;145,790;-32,457;16,937
26,989087;146,471;-32,457;16,937
26,997067;148,290;-31,371;13,957
26,997875;148,290;-31,371;13,957
27,009387;148,912;-31,371;13,957
27,018816;148,701;-31,860;13,678
27,019159;148,701;-31,860;13,678
27,029051;144,589;-31,860;13,678
27,037225;144,521;-32,073;13,434
27,038114;144,521;-32,073;13,434
27,051998;146,869;-32,073;13,434
27,055699;148,432;-29,207;14,407
27,056285;148,432;-29,207;14,407
27,069085;149,863;-29,207;14,407
27,074827;150,765;-26,951;15,407
27,075341;150,765;-26,951;15,407
27,089530;150,641;-26,951;15,407
27,094524;149,003;-30,176;14,579
27,095071;149,003;-30,176;14,579
27,109392;150,703;-30,176;14,579
27,114155;148,967;-34,205;12,300
27,114735;148,967;-34,205;12,300
27,129392;150,787;-34,205;12,300
27,135703;146,957;-35,499;16,579
27,136172;146,957;-35,499;16,579
27,151584;150,349;-35,499;16,579
27,153608;147,907;-33,772;23,965
27,154277;147,907;-33,772;23,965
27,169637;148,043;-33,772;23,965
27,172304;149,722;-31,078;24,483
27,172740;149,722;-31,078;24,483
27,188975;149,839;-31,078;24,483
27,192247;148,068;-29,168;30,982
27,192796;148,068;-29,168;30,982
27,209385;143,987;-29,168;30,982
27,211479;147,418;-25,949;27,044
27,212085;147,418;-25,949;27,044
27,229174;147,145;-25,949;27,044
27,234441;147,015;-26,890;25,940
27,235054;147,015;-26,890;25,940
27,251603;149,279;-26,890;25,940
27,252472;147,247;-31,800;23,197
27,253163;147,247;-31,800;23,197
27,269449;146,733;-31,800;23,197
27,270521;144,029;-33,507;26,682
27,271166;144,029;-33,507;26,682
27,288714;145,262;-33,507;26,682
27,289179;148,250;-31,235;23,312
27,289510;148,250;-31,235;23,312
27,308895;148,517;-31,235;23,312
27,309589;148,076;-31,516;23,966
27,309967;148,076;-31,516;23,966
27,328879;148,004;-33,022;21,569
27,329416;148,004;-33,022;21,569
27,330089;148,662;-33,022;21,569
27,349138;149,195;-36,423;15,042
27,349823;149,195;-36,423;15,042
27,350534;147,311;-36,423;15,042
27,368343;149,951;-38,233;8,113
27,368964;149,951;-38,233;8,113
27,369757;152,440;-38,233;8,113
27,388252;156,854;-38,562;3,087
27,388997;156,854;-38,562;3,087
27,389763;156,589;-38,562;3,087
27,408236;165,145;-32,311;-1,506
27,408825;165,145;-32,311;-1,506
27,409432;170,641;-32,311;-1,506
27,426796;176,906;-25,965;-6,376
27,427403;176,906;-25,965;-6,376
27,429262;-178,764;-25,965;-6,376
27,446442;170,080;-28,753;3,667
27,447019;170,080;-28,753;3,667
27,450682;-172,045;-28,753;3,667
27,466123;153,947;-32,949;29,670
27,466751;153,947;-32,949;29,670
27,469309;158,063;-32,949;29,670
27,485735;147,681;-25,281;48,192
27,486431;147,681;-25,281;48,192
27,489994;149,714;-25,281;48,192
27,505221;145,624;-10,995;68,071
27,505942;145,624;-10,995;68,071
27,509578;145,576;-10,995;68,071
27,524704;146,734;-5,776;70,460
27,525268;146,734;-5,776;70,460
27,532456;147,672;-5,776;70,460
27,544313;157,455;1,598;61,427
27,544885;157,455;1,598;61,427
27,549409;158,838;1,598;61,427
27,565826;162,358;-5,621;55,156
27,566488;162,358;-5,621;55,156
27,569681;164,431;-5,621;55,156
27,583519;160,934;-4,113;58,831
27,584181;160,934;-4,113;58,831
27,589427;161,622;-4,113;58,831
27,603269;161,160;-1,206;60,300
27,603904;161,160;-1,206;60,300
27,609209;159,380;-1,206;60,300
27,622592;155,609;-2,743;63,667
27,623172;155,609;-2,743;63,667
27,632015;155,981;-2,743;63,667
27,641998;156,303;-5,696;61,900
27,642655;156,303;-5,696;61,900
27,649251;155,143;-5,696;61,900
27,661143;161,781;-5,605;55,057
27,661774;161,781;-5,605;55,057
27,669580;159,548;-5,605;55,057
27,681715;164,234;-7,226;49,844
27,682456;164,234;-7,226;49,844
27,689575;159,462;-7,226;49,844
27,700739;158,204;-10,969;49,456
27,701408;158,204;-10,969;49,456
27,709611;155,773;-10,969;49,456
27,719837;165,226;-13,840;38,672
27,720634;165,226;-13,840;38,672
27,730900;159,221;-13,840;38,672
27,739622;172,140;-13,238;25,876
27,740227;172,140;-13,238;25,876
27,749340;164,533;-13,238;25,876
27,759295;172,611;-10,058;18,822
27,759916;172,611;-10,058;18,822
27,769584;167,412;-10,058;18,822
27,781000;168,711;-10,677;17,243
27,781827;168,711;-10,677;17,243
27,789410;164,006;-10,677;17,243
27,799323;165,892;-11,774;14,858
27,800042;165,892;-11,774;14,858
27,808999;160,201;-11,774;14,858
27,817378;165,365;-3,515;11,655
27,817978;165,365;-3,515;11,655
27,829673;160,198;-3,515;11,655
27,836634;164,956;-1,457;6,554
27,837083;164,956;-1,457;6,554
27,849820;160,076;-1,457;6,554
27,856972;165,808;0,950;0,336
27,857622;165,808;0,950;0,336
27,870627;160,456;0,950;0,336
27,876221;162,730;-0,228;-2,724
27,876811;162,730;-0,228;-2,724
27,889526;156,740;-0,228;-2,724
27,897141;164,781;-1,990;-11,848
27,897886;164,781;-1,990;-11,848
27,909273;160,787;-1,990;-11,848
27,915371;160,911;-1,338;-11,738
27,916087;160,911;-1,338;-11,738
27,931069;156,293;-1,338;-11,738
27,935356;155,484;-0,351;-10,386
27,935951;155,484;-0,351;-10,386
27,951198;155,285;-0,351;-10,386
27,954148;152,944;-2,534;-8,625
27,954697;152,944;-2,534;-8,625
27,970126;150,580;-2,534;-8,625
27,973680;146,987;-7,538;-6,803
27,974238;146,987;-7,538;-6,803
27,988972;146,406;-7,538;-6,803
27,993321;149,809;-15,951;-18,211
27,993922;149,809;-15,951;-18,211
28,009392;145,177;-15,951;-18,211
28,013297;160,028;-4,201;-28,204
28,014041;160,028;-4,201;-28,204
28,029267;157,761;-4,201;-28,204
28,033322;155,594;-3,916;-25,525
28,034087;155,594;-3,916;-25,525
28,052819;152,897;-3,916;-25,525
28,053719;153,058;-6,987;-27,505
28,054288;153,058;-6,987;-27,505
28,070043;150,217;-6,987;-27,505
28,071681;162,003;-7,515;-40,899
28,072210;162,003;-7,515;-40,899
28,089361;159,977;-7,515;-40,899
28,090934;165,709;-2,121;-44,507
28,091512;165,709;-2,121;-44,507
28,109531;166,894;-2,121;-44,507
28,110531;162,428;-2,545;-40,534
28,111050;162,428;-2,545;-40,534
28,129402;159,533;-2,545;-40,534
28,130406;154,928;-7,592;-38,787
28,131007;154,928;-7,592;-38,787
28,149962;160,668;-13,127;-45,666
28,150626;160,668;-13,127;-45,666
28,151301;160,754;-13,127;-45,666
28,169331;173,835;-12,439;-52,677
28,170145;173,835;-12,439;-52,677
28,170777;175,293;-12,439;-52,677
28,189036;176,766;-6,559;-53,074
28,189751;176,766;-6,559;-53,074
28,190379;175,303;-6,559;-53,074
28,208558;147,640;-3,229;-29,154
28,209108;147,640;-3,229;-29,154
28,209808;150,187;-3,229;-29,154
28,227926;139,777;-7,919;-19,641
28,228563;139,777;-7,919;-19,641
28,229221;140,357;-7,919;-19,641
28,248035;133,416;-11,928;-12,842
28,248759;133,416;-11,928;-12,842
28,249437;134,695;-11,928;-12,842
28,267580;136,182;-12,627;-16,619
28,268262;136,182;-12,627;-16,619
28,268949;137,609;-12,627;-16,619
28,286577;150,594;-9,261;-29,068
28,287112;150,594;-9,261;-29,068
28,288692;150,948;-9,261;-29,068
28,306173;158,852;-7,650;-34,359
28,306752;158,852;-7,650;-34,359
28,310435;160,268;-7,650;-34,359
28,327950;168,021;-6,738;-39,047
28,328607;168,021;-6,738;-39,047
28,329306;170,621;-6,738;-39,047
28,345099;176,012;-0,526;-41,449
28,345864;176,012;-0,526;-41,449
28,350060;177,480;-0,526;-41,449
28,365140;-179,808;6,557;-43,074
28,365951;-179,808;6,557;-43,074
28,371053;-174,886;6,557;-43,074
28,384783;-173,796;11,362;-44,269
28,385429;-173,796;11,362;-44,269
28,389611;-172,027;11,362;-44,269
28,404027;179,589;15,379;-38,263
28,404681;179,589;15,379;-38,263
28,409972;-177,664;15,379;-38,263
28,423341;-165,265;12,294;-47,176
28,423864;-165,265;12,294;-47,176
28,429574;-163,766;12,294;-47,176
28,443888;-175,050;8,406;-38,345
28,444516;-175,050;8,406;-38,345
28,449771;-171,728;8,406;-38,345
28,462186;-161,816;6,621;-45,367
28,462840;-161,816;6,621;-45,367
28,469659;-159,848;6,621;-45,367
28,482618;-158,194;5,600;-46,408
28,483313;-158,194;5,600;-46,408
28,489783;-155,927;5,600;-46,408
28,501455;-162,070;6,857;-41,547
28,502141;-162,070;6,857;-41,547
28,509849;-159,706;6,857;-41,547
28,521110;-162,971;5,500;-38,421
28,521897;-162,971;5,500;-38,421
28,530244;-157,815;5,500;-38,421
28,540436;-156,639;2,791;-38,333
28,541010;-156,639;2,791;-38,333
28,549907;-155,192;2,791;-38,333
28,559832;-155,043;-0,931;-36,746
28,560530;-155,043;-0,931;-36,746
28,569672;-148,707;-0,931;-36,746
28,579895;-152,160;1,028;-35,048
28,580559;-152,160;1,028;-35,048
28,589693;-149,377;1,028;-35,048
28,599433;-151,852;1,296;-33,152
28,600114;-151,852;1,296;-33,152
28,609697;-148,346;1,296;-33,152
28,618146;-145,770;-0,999;-33,949
28,618690;-145,770;-0,999;-33,949
28,629283;-143,095;-0,999;-33,949
28,638226;-136,060;-2,805;-40,274
28,638850;-136,060;-2,805;-40,274
28,649616;-135,965;-2,805;-40,274
28,659135;-129,038;-7,617;-47,031
28,659790;-129,038;-7,617;-47,031
28,669926;-127,641;-7,617;-47,031
28,677118;-125,860;-10,418;-46,778
28,677884;-125,860;-10,418;-46,778
28,689591;-126,400;-10,418;-46,778
28,697028;-128,480;-9,749;-41,127
28,697750;-128,480;-9,749;-41,127
28,709778;-127,225;-9,749;-41,127
28,716726;-129,199;-7,960;-38,391
28,717321;-129,199;-7,960;-38,391
28,730458;-127,846;-7,960;-38,391
28,735919;-126,598;-10,230;-38,987
28,736506;-126,598;-10,230;-38,987
28,750331;-124,120;-10,230;-38,987
28,755364;-123,187;-12,580;-39,353
28,755903;-123,187;-12,580;-39,353
28,769752;-121,428;-12,580;-39,353
28,774999;-121,426;-13,002;-29,989
28,775544;-121,426;-13,002;-29,989
28,791735;-117,456;-13,002;-29,989
28,794555;-119,892;-9,983;-12,912
28,795166;-119,892;-9,983;-12,912
28,809424;-114,810;-9,983;-12,912
28,814405;-119,528;-6,583;-0,246
28,815079;-119,528;-6,583;-0,246
28,830149;-113,052;-6,583;-0,246
28,833397;-113,382;-8,223;7,429
28,834105;-113,382;-8,223;7,429
28,849691;-108,451;-8,223;7,429
28,853044;-105,601;-11,828;13,279
28,853719;-105,601;-11,828;13,279
28,870219;-99,958;-11,828;13,279
28,873959;-93,742;-17,016;16,525
28,874604;-93,742;-17,016;16,525
28,890880;-89,021;-17,016;16,525
28,892397;-89,022;-17,678;14,216
28,892971;-89,022;-17,678;14,216
28,910310;-84,158;-17,678;14,216
28,911306;-87,769;-14,266;12,745
28,911877;-87,769;-14,266;12,745
28,930214;-83,818;-14,266;12,745
28,931084;-84,042;-11,239;21,129
28,931662;-84,042;-11,239;21,129
28,949875;-77,362;-11,239;21,129
28,950710;-71,486;-15,021;24,703
28,951209;-71,486;-15,021;24,703
28,969974;-67,356;-15,021;24,703
28,970888;-58,424;-12,552;38,601
28,971441;-58,424;-12,552;38,601
28,990586;-51,568;-12,552;38,601
28,991442;-45,051;-9,732;46,019
28,991953;-45,051;-9,732;46,019
29,010389;-49,633;-7,251;45,731
29,011130;-49,633;-7,251;45,731
29,011780;-41,826;-7,251;45,731
29,029778;-42,354;-3,773;48,421
29,030486;-42,354;-3,773;48,421
29,031167;-31,682;-3,773;48,421
29,053919;-29,441;-0,177;51,629
29,054505;-29,441;-0,177;51,629
29,055071;-22,364;-0,177;51,629
29,068494;-22,067;4,013;53,504
29,069098;-22,067;4,013;53,504
29,069841;-11,276;4,013;53,504
29,089298;-10,458;7,668;54,625
29,089999;-10,458;7,668;54,625
29,090640;-5,166;7,668;54,625
29,108086;0,637;11,769;57,500
29,108729;0,637;11,769;57,500
29,109436;3,395;11,769;57,500
29,127338;9,116;14,503;60,110
29,128096;9,116;14,503;60,110
29,129353;11,721;14,503;60,110
29,146339;23,375;15,756;66,599
29,146958;23,375;15,756;66,599
29,148891;22,037;15,756;66,599
29,165841;13,920;19,004;60,001
29,166858;13,920;19,004;60,001
29,172515;13,286;19,004;60,001
29,185060;5,176;22,588;54,558
29,185665;5,176;22,588;54,558
29,189664;4,303;22,588;54,558
29,205738;-0,982;28,264;51,238
29,206485;-0,982;28,264;51,238
29,211926;7,963;28,264;51,238
29,224754;23,374;32,152;58,897
29,225372;23,374;32,152;58,897
29,230045;20,128;32,152;58,897
29,244206;25,230;34,112;61,797
29,244845;25,230;34,112;61,797
29,249705;21,662;34,112;61,797
29,262919;25,637;38,926;61,532
29,263497;25,637;38,926;61,532
29,268969;21,028;38,926;61,532
29,282811;25,265;38,102;68,365
29,283384;25,265;38,102;68,365
29,289448;23,277;38,102;68,365
29,302330;29,191;40,547;76,933
29,302950;29,191;40,547;76,933
29,310611;24,676;40,547;76,933
29,322414;24,780;45,998;68,571
29,323084;24,780;45,998;68,571
29,329801;23,744;45,998;68,571
29,341829;26,642;53,300;61,317
29,342525;26,642;53,300;61,317
29,349338;26,534;53,300;61,317
29,361651;33,247;54,279;79,108
29,362312;33,247;54,279;79,108
29,371683;30,752;54,279;79,108
29,380799;25,115;44,438;93,906
29,381344;25,115;44,438;93,906
29,390361;24,612;44,438;93,906
29,400153;21,381;37,085;78,711
29,400769;21,381;37,085;78,711
29,410262;22,155;37,085;78,711
29,420512;28,929;51,782;66,233
29,421117;28,929;51,782;66,233
29,429088;31,925;51,782;66,233
29,439222;44,414;62,782;60,420
29,439960;44,414;62,782;60,420
29,450012;43,663;62,782;60,420
29,458840;31,385;54,526;80,980
29,459418;31,385;54,526;80,980
29,470475;32,962;54,526;80,980
29,478513;36,615;56,796;73,065
29,479102;36,615;56,796;73,065
29,489411;36,755;56,796;73,065
29,498019;62,228;70,019;51,660
29,498629;62,228;70,019;51,660
29,509658;60,727;70,019;51,660
29,517610;50,728;73,027;75,129
29,518238;50,728;73,027;75,129
29,530092;50,532;73,027;75,129
29,537211;30,781;62,803;95,115
29,537906;30,781;62,803;95,115
29,549454;30,382;62,803;95,115
29,556726;28,765;57,225;93,885
29,557313;28,765;57,225;93,885
29,570192;27,810;57,225;93,885
29,576170;41,875;67,602;77,923
29,576708;41,875;67,602;77,923
29,590335;41,628;67,602;77,923
29,595537;69,946;78,935;55,277
29,596278;69,946;78,935;55,277
29,609618;70,905;78,935;55,277
29,614992;30,525;78,822;103,052
29,615593;30,525;78,822;103,052
29,630158;30,320;78,822;103,052
29,635533;26,869;69,430;102,328
29,636161;26,869;69,430;102,328
29,648743;27,254;69,430;102,328
29,653595;42,099;71,322;83,005
29,654245;42,099;71,322;83,005
29,668975;43,385;71,322;83,005
29,672856;58,714;78,060;70,066
29,673539;58,714;78,060;70,066
29,689079;58,912;78,060;70,066
29,692676;49,031;78,545;82,037
29,693172;49,031;78,545;82,037
29,708911;51,745;78,545;82,037
29,713690;30,366;67,844;102,172
29,714324;30,366;67,844;102,172
29,729207;30,995;67,844;102,172
29,731702;30,897;71,923;104,188
29,732198;30,897;71,923;104,188
29,749074;32,565;71,923;104,188
29,752183;40,149;76,413;97,212
29,752642;40,149;76,413;97,212
29,768832;40,085;76,413;97,212
29,770648;72,211;83,414;67,332
29,770963;72,211;83,414;67,332
29,791368;72,430;83,414;67,332
29,792319;57,598;86,001;85,680
29,792742;57,598;86,001;85,680
29,810394;57,170;86,001;85,680
29,811740;19,199;82,730;124,912
29,812576;19,199;82,730;124,912
29,830447;17,930;82,730;124,912
29,832165;13,972;81,400;129,078
29,833254;13,972;81,400;129,078
29,851270;-16,138;83,899;163,371
29,852336;-16,138;83,899;163,371
29,853570;-16,710;83,899;163,371
29,870704;-59,188;76,509;-143,251
29,872108;-59,188;76,509;-143,251
29,873404;-58,343;76,509;-143,251
29,890879;-52,400;67,015;-142,178
29,892337;-52,400;67,015;-142,178
29,893902;-51,143;67,015;-142,178
29,909403;-43,423;57,694;-146,547
29,910454;-43,423;57,694;-146,547
29,911349;-42,073;57,694;-146,547
29,929225;-34,219;47,730;-155,021
29,930751;-34,219;47,730;-155,021
29,932064;-31,675;47,730;-155,021
29,949361;-28,890;44,241;-159,318
29,950322;-28,890;44,241;-159,318
29,951065;-26,693;44,241;-159,318
29,970041;-27,356;40,422;-156,279
29,971609;-27,356;40,422;-156,279
29,973392;-25,664;40,422;-156,279
29,987281;-27,017;39,917;-152,351
29,988382;-27,017;39,917;-152,351
29,989450;-23,346;39,917;-152,351
30,006755;-23,878;34,999;-146,615
30,007770;-23,878;34,999;-146,615
30,009016;-20,601;34,999;-146,615
30,025719;-21,233;37,574;-145,944
30,026467;-21,233;37,574;-145,944
30,029640;-17,697;37,574;-145,944
30,052315;-16,501;31,728;-146,867
30,053450;-16,501;31,728;-146,867
30,054704;-14,388;31,728;-146,867
30,065288;-12,401;23,565;-139,837
30,066578;-12,401;23,565;-139,837
30,072645;-9,495;23,565;-139,837
30,085276;-6,500;16,134;-132,111
30,086996;-6,500;16,134;-132,111
30,089882;-5,047;16,134;-132,111
30,104882;-4,663;8,291;-132,183
30,106280;-4,663;8,291;-132,183
30,109613;-6,673;8,291;-132,183
30,123769;-10,568;5,335;-139,987
30,124206;-10,568;5,335;-139,987
30,129392;-11,476;5,335;-139,987
30,143242;-13,072;0,644;-143,798
30,144138;-13,072;0,644;-143,798
30,152721;-18,849;0,644;-143,798
30,162413;-11,962;-6,303;-136,021
30,163184;-11,962;-6,303;-136,021
30,170591;-14,612;-6,303;-136,021
30,184704;-7,751;-10,184;-128,386
30,186150;-7,751;-10,184;-128,386
30,190310;-11,370;-10,184;-128,386
30,203408;-2,011;-9,608;-118,950
30,204697;-2,011;-9,608;-118,950
30,210099;-2,320;-9,608;-118,950
30,221414;6,444;-8,416;-111,155
30,222708;6,444;-8,416;-111,155
30,230155;2,989;-8,416;-111,155
30,241269;12,809;-7,691;-103,294
30,242319;12,809;-7,691;-103,294
30,252197;10,308;-7,691;-103,294
30,260712;18,859;-9,373;-96,253
30,261765;18,859;-9,373;-96,253
30,271453;17,302;-9,373;-96,253
30,281163;20,168;-11,886;-93,253
30,283038;20,168;-11,886;-93,253
30,290596;16,433;-11,886;-93,253
30,301643;16,734;-18,799;-91,323
30,303342;16,734;-18,799;-91,323
30,310835;12,659;-18,799;-91,323
30,330203;13,540;-18,799;-91,323
30,349247;16,655;-26,335;-87,488
30,350477;16,655;-26,335;-87,488
30,351714;15,634;-26,335;-87,488
30,371187;16,862;-26,335;-87,488
30,390469;17,835;-26,335;-87,488
30,402420;38,356;-10,092;-85,545
30,403962;38,356;-10,092;-85,545
30,410526;51,252;-10,092;-85,545
30,434276;66,102;-10,092;-85,545
